Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Shipping_Duration,Profit,Quantity,Profit_to_Sales,Demand_Surge,Supply_Constraint,Adjusted_Quantity
103,CA-2017-129903,2017-01-12,2017-04-12,Second Class,GZ-14470,Gary Zandusky,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92,90.0,0,1,0.0,1.1886168445929697,0.8,0.8
112,CA-2017-128867,2017-03-11,2017-10-11,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Urbandale,Iowa,50322,Central,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96,214.0,0,1,0.0,1.1753240432629017,0.8,0.8
113,CA-2017-128867,2017-03-11,2017-10-11,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Urbandale,Iowa,50322,Central,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",27.24,214.0,0,1,0.0,1.1730551804994347,0.8,0.8
118,CA-2016-110457,2016-02-03,2016-06-03,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Seattle,Washington,98103,West,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,787.53,121.0,0,1,0.0,1.2188532312309213,1.0,1.0
119,US-2016-136476,2016-05-04,2016-10-04,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Bristol,Tennessee,37620,South,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,157.794,153.0,0,1,0.0,1.1291139128115537,1.0,1.0
127,US-2018-107272,2018-05-11,2018-12-11,Standard Class,TS-21610,Troy Staebel,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",2.388,214.0,0,1,0.0,1.2122245285029278,1.0,1.0
128,US-2018-107272,2018-05-11,2018-12-11,Standard Class,TS-21610,Troy Staebel,Consumer,United States,Phoenix,Arizona,85023,West,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",243.992,214.0,0,1,0.0,1.1802590341950843,1.0,1.0
129,US-2017-125969,2017-06-11,2017-10-11,Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Los Angeles,California,90004,West,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",81.424,122.0,0,1,0.0,1.241829756881365,1.0,1.0
130,US-2017-125969,2017-06-11,2017-10-11,Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Los Angeles,California,90004,West,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,122.0,0,1,0.0,1.2690126919065543,1.0,1.0
131,US-2018-164147,2018-02-02,2018-05-02,First Class,DW-13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229,East,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,59.97,89.0,0,1,0.0,1.1827147716915176,1.0,1.0
132,US-2018-164147,2018-02-02,2018-05-02,First Class,DW-13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229,East,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,78.304,89.0,0,1,0.0,1.1245912748692197,1.0,1.0
133,US-2018-164147,2018-02-02,2018-05-02,First Class,DW-13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,21.456,89.0,0,1,0.0,1.178571148186025,1.0,1.0
141,CA-2017-110366,2017-05-09,2017-07-09,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8,61.0,0,1,0.0,1.2623961238232302,1.0,1.0
146,CA-2016-110744,2016-07-09,2016-12-09,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Pasadena,California,91104,West,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,671.93,153.0,0,1,0.0,1.2637223958574368,1.0,1.0
148,CA-2017-114489,2017-05-12,2017-09-12,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,384.45,123.0,0,1,0.0,1.240710836053868,0.8,0.8
149,CA-2017-114489,2017-05-12,2017-09-12,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,149.97,123.0,0,1,0.0,1.144278259355059,0.8,0.8
150,CA-2017-114489,2017-05-12,2017-09-12,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84,123.0,0,1,0.0,1.2771389670104627,0.8,0.8
151,CA-2017-114489,2017-05-12,2017-09-12,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,171.55,123.0,0,1,0.0,1.2746058927631367,0.8,0.8
158,CA-2015-104269,2015-01-03,2015-06-03,Second Class,DB-13060,Dave Brooks,Consumer,United States,Seattle,Washington,98115,West,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,457.568,151.0,0,1,0.0,1.145963870830683,1.0,1.0
161,CA-2017-162733,2017-11-05,2017-12-05,First Class,TT-21070,Ted Trevino,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10002751,Office Supplies,Paper,Xerox 1920,5.98,30.0,0,1,0.0,1.278953530288636,1.0,1.0
164,CA-2017-113817,2017-07-11,2017-11-11,Standard Class,MJ-17740,Max Jones,Consumer,United States,Seattle,Washington,98115,West,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,27.68,123.0,0,1,0.0,1.1562076025174022,1.0,1.0
165,CA-2015-139892,2015-08-09,2015-12-09,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,9.936,122.0,0,1,0.0,1.286903726682169,0.8,0.8
166,CA-2015-139892,2015-08-09,2015-12-09,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,8159.952,122.0,0,1,0.0,1.2063245690020492,0.8,0.8
167,CA-2015-139892,2015-08-09,2015-12-09,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,275.928,122.0,0,1,0.0,1.143159431814688,0.8,0.8
168,CA-2015-139892,2015-08-09,2015-12-09,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,1740.06,122.0,0,1,0.0,1.2004425191768835,0.8,0.8
169,CA-2015-139892,2015-08-09,2015-12-09,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,32.064,122.0,0,1,0.0,1.287796970137143,0.8,0.8
170,CA-2015-139892,2015-08-09,2015-12-09,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,177.98,122.0,0,1,0.0,1.1952209844133748,0.8,0.8
171,CA-2015-139892,2015-08-09,2015-12-09,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,143.976,122.0,0,1,0.0,1.2822537837321786,0.8,0.8
172,CA-2015-118962,2015-05-08,2015-09-08,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10000659,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",20.94,123.0,0,1,0.0,1.2654927723372102,1.0,1.0
173,CA-2015-118962,2015-05-08,2015-09-08,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,110.96,123.0,0,1,0.0,1.1853278087000707,1.0,1.0
174,CA-2015-118962,2015-05-08,2015-09-08,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Los Angeles,California,90004,West,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",340.144,123.0,0,1,0.0,1.158477269623463,1.0,1.0
181,CA-2015-166191,2015-05-12,2015-09-12,Second Class,DK-13150,David Kendrick,Corporate,United States,Decatur,Illinois,62521,Central,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",24.816,123.0,0,1,0.0,1.2831108790347059,0.8,0.8
182,CA-2015-166191,2015-05-12,2015-09-12,Second Class,DK-13150,David Kendrick,Corporate,United States,Decatur,Illinois,62521,Central,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744,123.0,0,1,0.0,1.1917443489771853,0.8,0.8
202,CA-2015-133690,2015-03-08,2015-05-08,First Class,BS-11755,Bruce Stewart,Consumer,United States,Denver,Colorado,80219,West,FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,61.0,0,1,0.0,1.2743721737990834,1.0,1.0
203,CA-2015-133690,2015-03-08,2015-05-08,First Class,BS-11755,Bruce Stewart,Consumer,United States,Denver,Colorado,80219,West,OFF-AP-10003622,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",2.6,61.0,0,1,0.0,1.2888388807481443,1.0,1.0
205,CA-2018-126382,2018-03-06,2018-07-06,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Franklin,Tennessee,37064,South,FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",35.168,122.0,0,1,0.0,1.2030509339023996,1.0,1.0
207,CA-2018-135860,2018-01-12,2018-07-12,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Saginaw,Michigan,48601,Central,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",83.92,181.0,0,1,0.0,1.1430245817600766,0.8,0.8
208,CA-2018-135860,2018-01-12,2018-07-12,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Saginaw,Michigan,48601,Central,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,131.98,181.0,0,1,0.0,1.1391742401715943,0.8,0.8
209,CA-2018-135860,2018-01-12,2018-07-12,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Saginaw,Michigan,48601,Central,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",15.92,181.0,0,1,0.0,1.2053492790604574,0.8,0.8
210,CA-2018-135860,2018-01-12,2018-07-12,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Saginaw,Michigan,48601,Central,OFF-FA-10000134,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",52.29,181.0,0,1,0.0,1.2588739953644743,0.8,0.8
211,CA-2018-135860,2018-01-12,2018-07-12,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Saginaw,Michigan,48601,Central,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",91.99,181.0,0,1,0.0,1.245998721979698,0.8,0.8
213,CA-2016-146262,2016-02-01,2016-09-01,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,OFF-LA-10004544,Office Supplies,Labels,Avery 505,23.68,213.0,0,1,0.0,1.2807896373674605,1.0,1.0
214,CA-2016-146262,2016-02-01,2016-09-01,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,452.45,213.0,0,1,0.0,1.146969071838576,1.0,1.0
215,CA-2016-146262,2016-02-01,2016-09-01,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,62.982,213.0,0,1,0.0,1.2678431145453883,1.0,1.0
216,CA-2016-146262,2016-02-01,2016-09-01,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,TEC-MA-10000864,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,1188.0,213.0,0,1,0.0,1.2691115573058824,1.0,1.0
217,CA-2016-146262,2016-02-01,2016-09-01,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,89.584,213.0,0,1,0.0,1.1631020112376003,1.0,1.0
232,US-2018-100930,2018-07-04,2018-12-04,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,33614,South,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,233.86,153.0,0,1,0.0,1.2569987225553276,1.0,1.0
233,US-2018-100930,2018-07-04,2018-12-04,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,33614,South,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,620.6145,153.0,0,1,0.0,1.1487381239367924,1.0,1.0
234,US-2018-100930,2018-07-04,2018-12-04,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,33614,South,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,5.328,153.0,0,1,0.0,1.2448561022887012,1.0,1.0
235,US-2018-100930,2018-07-04,2018-12-04,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,33614,South,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",258.072,153.0,0,1,0.0,1.1647577132826263,1.0,1.0
236,US-2018-100930,2018-07-04,2018-12-04,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,33614,South,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,617.976,153.0,0,1,0.0,1.2736907692117863,1.0,1.0
238,CA-2017-157749,2017-04-06,2017-09-06,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,25.92,153.0,0,1,0.0,1.151614840807836,0.8,0.8
239,CA-2017-157749,2017-04-06,2017-09-06,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,419.68,153.0,0,1,0.0,1.1807409633768173,0.8,0.8
240,CA-2017-157749,2017-04-06,2017-09-06,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,11.688,153.0,0,1,0.0,1.1581605490757227,0.8,0.8
241,CA-2017-157749,2017-04-06,2017-09-06,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,31.984,153.0,0,1,0.0,1.1844342335360407,0.8,0.8
242,CA-2017-157749,2017-04-06,2017-09-06,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,177.225,153.0,0,1,0.0,1.2885007484138997,0.8,0.8
243,CA-2017-157749,2017-04-06,2017-09-06,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,4.044,153.0,0,1,0.0,1.2761052000829074,0.8,0.8
244,CA-2017-157749,2017-04-06,2017-09-06,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.408,153.0,0,1,0.0,1.2568359393231614,0.8,0.8
245,CA-2015-131926,2015-01-06,2015-06-06,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,2001.86,151.0,0,1,0.0,1.2148384486859696,0.8,0.8
246,CA-2015-131926,2015-01-06,2015-06-06,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,166.72,151.0,0,1,0.0,1.2209927980221162,0.8,0.8
247,CA-2015-131926,2015-01-06,2015-06-06,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",47.88,151.0,0,1,0.0,1.277387933521538,0.8,0.8
248,CA-2015-131926,2015-01-06,2015-06-06,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1503.25,151.0,0,1,0.0,1.2121680535343888,0.8,0.8
249,CA-2015-131926,2015-01-06,2015-06-06,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,OFF-PA-10000061,Office Supplies,Paper,Xerox 205,25.92,151.0,0,1,0.0,1.2683753584254625,0.8,0.8
259,CA-2018-163139,2018-01-12,2018-03-12,Second Class,CC-12670,Craig Carreira,Consumer,United States,New York City,New York,10009,East,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,20.37,59.0,0,1,0.0,1.1361472418030698,1.0,1.0
260,CA-2018-163139,2018-01-12,2018-03-12,Second Class,CC-12670,Craig Carreira,Consumer,United States,New York City,New York,10009,East,OFF-ST-10002790,Office Supplies,Storage,Safco Industrial Shelving,221.55,59.0,0,1,0.0,1.2404044031698984,1.0,1.0
261,CA-2018-163139,2018-01-12,2018-03-12,Second Class,CC-12670,Craig Carreira,Consumer,United States,New York City,New York,10009,East,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,17.52,59.0,0,1,0.0,1.1946464717657455,1.0,1.0
262,US-2018-155299,2018-08-06,2018-12-06,Standard Class,Dl-13600,Dorris liebe,Corporate,United States,Pasadena,Texas,77506,Central,OFF-AP-10002203,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,1.624,122.0,0,1,0.0,1.2567513324103412,0.8,0.8
283,CA-2016-130890,2016-02-11,2016-06-11,Standard Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,90004,West,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1038.84,121.0,0,1,0.0,1.2804797643149626,1.0,1.0
305,CA-2016-144253,2016-04-05,2016-09-05,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,New York City,New York,10024,East,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,26.8,153.0,0,1,0.0,1.2556489819463406,1.0,1.0
307,CA-2015-111003,2015-01-06,2015-06-06,Standard Class,CR-12625,Corey Roper,Home Office,United States,Lakewood,New Jersey,8701,East,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",45.48,151.0,0,1,0.0,1.256093467466717,1.0,1.0
308,CA-2015-111003,2015-01-06,2015-06-06,Standard Class,CR-12625,Corey Roper,Home Office,United States,Lakewood,New Jersey,8701,East,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,289.2,151.0,0,1,0.0,1.186808689693526,1.0,1.0
318,CA-2015-164973,2015-04-11,2015-09-11,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,135.882,153.0,0,1,0.0,1.2037905299925273,1.0,1.0
319,CA-2015-164973,2015-04-11,2015-09-11,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,TEC-MA-10002927,Technology,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98,153.0,0,1,0.0,1.2141379333795237,1.0,1.0
320,CA-2015-164973,2015-04-11,2015-09-11,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,275.94,153.0,0,1,0.0,1.2580311266709532,1.0,1.0
321,CA-2015-164973,2015-04-11,2015-09-11,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360.0,153.0,0,1,0.0,1.2408874156857128,1.0,1.0
322,CA-2015-164973,2015-04-11,2015-09-11,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",43.57,153.0,0,1,0.0,1.1453554593306583,1.0,1.0
326,CA-2018-153339,2018-03-11,2018-05-11,Second Class,DJ-13510,Don Jones,Corporate,United States,Murfreesboro,Tennessee,37130,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,15.992,61.0,0,1,0.0,1.1897634492770919,1.0,1.0
335,CA-2016-137946,2016-01-09,2016-04-09,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,4.752,91.0,0,1,0.0,1.1560791267909256,1.0,1.0
